timestamp,open,high,low,close,volume_btc,volume_usd
2022-01-02 16:00:00,27743.07,27708.65,27643.26,27691.55,712.3943,19727302.38
2022-01-02 17:00:00,27733.08,27769.11,27729.09,27739.05,1586.7904,44016058.25
2022-01-02 18:00:00,27639.03,27742.89,27336.79,27706.98,746.2862,20677336.82
2022-01-02 19:00:00,27618.46,27640.86,27473.69,27623.68,753.0427,20801810.57
2022-01-02 20:00:00,27148.35,27330.98,27107.54,27218.26,911.7174,24815361.24
2022-01-02 21:00:00,27031.79,27039.28,26894.92,27023.04,228.1779,6166060.52
2022-01-02 22:00:00,26979.3,26959.48,26803.78,26898.85,573.598,15429126.56
2022-01-02 23:00:00,27088.89,27213.21,27073.51,27184.71,1330.6458,36173220.19
2022-01-03 00:00:00,27152.88,27340.68,27166.78,27278.28,480.0754,13095631.18
2022-01-03 01:00:00,26805.53,26859.7,26584.76,26801.57,486.8158,13047427.74
2022-01-03 02:00:00,26826.63,27126.79,26610.11,26888.57,2907.0023,78165134.83
2022-01-03 03:00:00,26787.78,26870.52,26736.8,26785.23,1338.5824,35854237.46
2022-01-03 04:00:00,26630.09,26693.78,26411.94,26604.52,1270.8248,33809683.81
2022-01-03 05:00:00,26595.61,26914.42,26579.08,26767.75,876.4334,23460150.14
2022-01-03 06:00:00,27101.13,27194.51,26967.62,27045.16,1586.0968,42896241.73
2022-01-03 07:00:00,27202.41,27357.37,27178.64,27298.2,1828.5882,49917166.4
2022-01-03 08:00:00,27068.26,27100.2,26963.3,27070.07,1312.738,35535909.55
2022-01-03 09:00:00,26933.11,27213.44,26836.88,26986.49,1242.0447,33518426.88
2022-01-03 10:00:00,27031.21,27140.76,26908.01,27076.04,2131.2374,57705469.09
2022-01-03 11:00:00,27480.42,27538.28,27050.48,27341.47,2854.3524,78042190.51
2022-01-03 12:00:00,27236.83,27229.79,27149.49,27210.77,2645.684,71991098.82
2022-01-03 13:00:00,27234.01,27192.69,27088.38,27160.3,443.9988,12059140.61
2022-01-03 14:00:00,26873.63,26980.41,26761.09,26861.47,1991.6951,53499858.18
2022-01-03 15:00:00,26591.43,26778.51,26467.69,26542.06,120.4381,3196675.28
2022-01-03 16:00:00,26792.11,26941.18,26527.1,26758.6,1935.9662,51803745.16
2022-01-03 17:00:00,27144.7,27131.11,26886.5,27123.99,1446.6254,39238252.88
2022-01-03 18:00:00,27194.49,27141.91,27018.6,27104.46,1524.2279,41313374.15
2022-01-03 19:00:00,27390.68,27437.21,27311.06,27377.83,1805.2743,49424492.89
2022-01-03 20:00:00,27665.39,27506.65,27458.23,27477.02,2253.7006,61924976.46
2022-01-03 21:00:00,27379.0,27348.45,27180.22,27300.33,2215.4276,60481904.57
2022-01-03 22:00:00,27305.5,27459.57,27297.27,27399.17,228.9892,6274114.02
2022-01-03 23:00:00,27809.1,27979.16,27729.2,27823.84,2235.8337,62209479.14
2022-01-04 00:00:00,27847.0,27951.25,27802.01,27813.87,2506.4663,69714527.83
2022-01-04 01:00:00,28256.25,28317.35,28086.17,28252.48,297.7006,8410780.25
2022-01-04 02:00:00,27578.66,27648.24,27463.43,27521.95,1036.5451,28527742.41
2022-01-04 03:00:00,27815.44,27792.16,27632.84,27749.09,2396.9858,66514174.69
2022-01-04 04:00:00,27659.97,27864.46,27588.95,27773.25,1530.0098,42493344.68
2022-01-04 05:00:00,27796.75,27839.62,27645.12,27690.33,2115.1841,58570145.74
2022-01-04 06:00:00,27674.44,27765.49,27681.15,27715.75,1556.7158,43145545.93
2022-01-04 07:00:00,27121.75,27311.58,27148.35,27170.32,2936.8451,79795021.16
2022-01-04 08:00:00,27061.97,27361.29,27073.44,27110.7,2814.9599,76315533.36
2022-01-04 09:00:00,27273.69,27385.58,27128.64,27207.69,915.3212,24903775.46
2022-01-04 10:00:00,27590.66,27650.56,27213.2,27612.78,1219.066,33661801.26
2022-01-04 11:00:00,27415.36,27685.25,27306.21,27470.04,1350.9034,37109370.43
2022-01-04 12:00:00,27214.18,27330.46,27004.32,27248.84,402.1926,10959281.81
2022-01-04 13:00:00,26966.48,27136.27,27029.44,27112.46,1271.8173,34482095.67
2022-01-04 14:00:00,27292.66,27494.29,27215.86,27361.79,2347.0587,64219727.27
2022-01-04 15:00:00,27349.8,27641.55,27433.07,27451.89,2555.9992,70167008.88
2022-01-04 16:00:00,27284.79,27411.98,27281.24,27306.84,2669.785,72903391.83
2022-01-04 17:00:00,27502.05,27654.06,27310.74,27447.36,142.2211,3903593.73
2022-01-04 18:00:00,27519.67,27534.3,27466.51,27474.02,2387.5375,65595253.03
2022-01-04 19:00:00,27846.03,27899.44,27631.5,27741.44,1557.6203,43210630.1
2022-01-04 20:00:00,27632.81,27885.94,27365.77,27547.36,697.8615,19224241.97
2022-01-04 21:00:00,27413.71,27591.9,27338.41,27457.25,1546.3606,42458809.58
2022-01-04 22:00:00,27351.35,27365.33,27267.81,27349.79,2548.3554,69696985.04
2022-01-04 23:00:00,26949.81,27167.94,26809.52,26952.44,1359.3232,36637076.99
2022-01-05 00:00:00,26857.93,27123.35,26901.51,27032.37,2972.3371,80349316.25
2022-01-05 01:00:00,27004.06,27144.37,26853.89,27103.03,1888.3812,51180852.32
2022-01-05 02:00:00,27090.82,27158.65,26868.11,27104.42,1520.3146,41207245.45
2022-01-05 03:00:00,27026.88,27119.76,26944.97,27040.91,955.1791,25828912.08
2022-01-05 04:00:00,26701.86,26848.26,26406.32,26660.88,132.0481,3520518.55
2022-01-05 05:00:00,26585.89,26575.61,26444.05,26548.96,1870.5902,49662224.4
2022-01-05 06:00:00,26317.58,26736.28,26251.62,26458.13,1774.7371,46956224.91
2022-01-05 07:00:00,26287.54,26335.1,26137.61,26246.71,1598.7616,41962232.07
2022-01-05 08:00:00,26218.46,26316.87,26132.85,26204.42,1659.3429,43482118.28
2022-01-05 09:00:00,26359.71,26382.37,26242.26,26310.51,2546.2149,66992212.59
2022-01-05 10:00:00,26897.29,26886.94,26797.99,26811.48,1018.9228,27318828.27
2022-01-05 11:00:00,26846.82,26872.76,26789.29,26858.33,1695.7364,45544647.82
2022-01-05 12:00:00,27028.21,26937.94,26759.08,26927.59,2071.8481,55789876.18
2022-01-05 13:00:00,26835.77,27084.27,26846.18,26907.56,708.4749,19063330.88
2022-01-05 14:00:00,26321.29,26488.1,26183.46,26396.18,2781.9763,73433547.17
2022-01-05 15:00:00,26423.13,26635.16,26368.48,26389.19,2237.6553,59049910.87
2022-01-05 16:00:00,26375.87,26493.71,26344.69,26405.08,254.5567,6721590.03
2022-01-05 17:00:00,27084.82,27075.65,26887.58,27063.58,2608.8094,70603721.9
2022-01-05 18:00:00,27173.07,27049.55,26971.37,27011.57,2796.6234,75541188.73
2022-01-05 19:00:00,27125.13,27109.87,27064.28,27093.15,2401.6431,65068076.75
2022-01-05 20:00:00,27100.99,27143.96,27042.24,27083.75,1336.0513,36185279.4
2022-01-05 21:00:00,26699.27,26827.14,26649.35,26769.07,2983.693,79870686.78
2022-01-05 22:00:00,26938.65,27178.7,27010.85,27076.74,460.8641,12478697.41
2022-01-05 23:00:00,27275.17,27434.28,27101.45,27281.11,1656.1569,45181798.57
2022-01-06 00:00:00,27585.78,27841.93,27383.97,27497.77,594.1333,16337340.83
2022-01-06 01:00:00,27222.44,27314.78,27215.74,27248.84,1374.1115,37442944.41
2022-01-06 02:00:00,27667.06,27730.39,27393.11,27633.78,2789.5305,77085272.14
2022-01-06 03:00:00,27365.71,27468.13,27142.17,27249.1,2403.3573,65489323.4
2022-01-06 04:00:00,27524.72,27447.8,27261.85,27409.48,2368.0376,64906679.24
2022-01-06 05:00:00,28052.54,28034.32,27817.99,28016.5,1126.176,31551509.9
2022-01-06 06:00:00,27754.51,27805.93,27240.63,27740.35,2809.3835,77933281.57
2022-01-06 07:00:00,27458.03,27959.18,27577.96,27583.7,1167.9567,32216567.23
2022-01-06 08:00:00,27559.01,27634.15,27415.12,27611.21,215.923,5961895.3
2022-01-06 09:00:00,27449.4,27630.47,27333.44,27472.54,1949.6237,53561115.08
2022-01-06 10:00:00,26980.65,27093.69,26915.11,27049.82,1151.6781,31152685.3
2022-01-06 11:00:00,27088.55,27208.63,26828.24,27068.37,545.8022,14773975.9
2022-01-06 12:00:00,26935.94,26896.9,26726.19,26782.34,2810.5084,75271991.54
2022-01-06 13:00:00,27032.01,26946.3,26842.38,26909.48,1947.9946,52419521.73
2022-01-06 14:00:00,26682.72,26803.5,26620.58,26663.21,2827.5361,75391188.82
2022-01-06 15:00:00,27143.01,27144.08,27054.95,27079.69,1790.6382,48489927.36
2022-01-06 16:00:00,26809.68,27028.73,26825.62,26868.41,285.2046,7662994.13
2022-01-06 17:00:00,26899.65,27027.5,26572.75,26782.02,186.8275,5003617.84
2022-01-06 18:00:00,26874.27,27138.22,26936.24,27000.79,2711.6282,73216103.59
2022-01-06 19:00:00,26743.52,26843.31,26629.85,26670.48,212.311,5662436.28
2022-01-06 20:00:00,26770.95,26755.09,26707.91,26731.21,1884.0098,50361861.61
2022-01-06 21:00:00,27021.51,27184.87,27052.0,27082.92,964.1298,26111450.24
2022-01-06 22:00:00,26634.36,26732.99,26396.0,26651.05,2094.2086,55812858.11
2022-01-06 23:00:00,26609.45,26810.46,26622.85,26700.3,925.695,24716334.21
2022-01-07 00:00:00,26682.11,26800.06,26677.78,26769.78,207.9443,5566623.16
2022-01-07 01:00:00,26851.11,27130.7,26785.97,26979.89,2219.4316,59880020.43
2022-01-07 02:00:00,26709.58,26804.02,26494.38,26648.22,1001.6176,26691326.16
2022-01-07 03:00:00,26393.76,26318.4,26146.22,26298.66,1697.3169,44637160.07
2022-01-07 04:00:00,26264.83,26665.28,26432.28,26436.28,2344.2109,61972215.73
2022-01-07 05:00:00,26661.14,26567.04,26239.74,26514.91,2138.1876,56693851.78
2022-01-07 06:00:00,26580.45,26585.96,26522.27,26581.41,1110.8562,29528124.1
2022-01-07 07:00:00,26696.85,26787.64,26442.13,26673.66,2268.6973,60514460.42
2022-01-07 08:00:00,26375.86,26553.43,26311.54,26492.89,2784.4749,73768787.23
2022-01-07 09:00:00,26659.71,26741.46,26452.34,26554.49,1868.9263,49628384.74
2022-01-07 10:00:00,26648.43,26642.69,26412.34,26632.43,2140.1676,56997863.8
2022-01-07 11:00:00,26533.2,26582.44,26295.64,26442.86,2611.1336,69045840.23
2022-01-07 12:00:00,27039.52,27088.64,26853.79,26940.85,2546.5578,68606431.71
2022-01-07 13:00:00,27177.21,27153.08,26923.73,27068.81,1119.6438,30307425.29
2022-01-07 14:00:00,26696.23,26815.46,26722.36,26748.25,2975.9317,79600965.09
2022-01-07 15:00:00,26907.64,27087.61,26910.35,26924.44,182.8414,4922902.3
2022-01-07 16:00:00,26614.36,26862.36,26617.14,26663.29,2961.452,78962053.5
2022-01-07 17:00:00,26946.14,26896.66,26769.64,26873.98,813.3917,21859072.28
2022-01-07 18:00:00,27214.3,27225.64,27085.69,27187.15,1377.2674,37443975.39
2022-01-07 19:00:00,27051.44,26978.71,26929.18,26964.95,2662.6973,71799499.56
2022-01-07 20:00:00,27316.87,27563.15,27179.64,27225.98,808.5536,22013664.14
2022-01-07 21:00:00,27196.93,27407.09,27241.26,27338.59,751.8667,20554975.45
2022-01-07 22:00:00,27675.96,27773.66,27538.78,27564.26,1965.0154,54164195.39
2022-01-07 23:00:00,28172.21,28108.47,27977.34,28092.08,2145.8065,60280167.86
2022-01-08 00:00:00,27992.19,28167.7,28015.04,28023.23,121.665,3409446.28
2022-01-08 01:00:00,27842.0,27884.17,27800.93,27812.81,1406.2883,39112829.29
2022-01-08 02:00:00,27556.27,27810.45,27530.43,27566.5,1518.416,41857414.66
2022-01-08 03:00:00,27393.06,27466.93,27101.06,27342.53,888.3221,24288973.67
2022-01-08 04:00:00,27291.02,27408.89,27303.37,27321.46,1683.7182,46001639.45
2022-01-08 05:00:00,27454.21,27463.67,27277.12,27414.82,548.2751,15030863.18
2022-01-08 06:00:00,27496.33,27581.66,27459.22,27490.78,1038.4568,28547987.43
2022-01-08 07:00:00,27683.18,27746.92,27686.1,27719.12,2168.3938,60105967.95
2022-01-08 08:00:00,27738.54,27733.53,27706.21,27722.73,2633.981,73021144.09
2022-01-08 09:00:00,28357.02,28205.92,28120.36,28128.63,1809.199,50890289.27
2022-01-08 10:00:00,27996.58,28265.94,28015.04,28054.28,317.0492,8894587.03
2022-01-08 11:00:00,28806.26,28989.08,28689.6,28827.88,2068.363,59626520.36
2022-01-08 12:00:00,28950.67,29214.68,28796.27,29008.81,2703.0337,78411791.03
2022-01-08 13:00:00,28712.63,28793.44,28667.14,28761.23,1562.5107,44939729.62
2022-01-08 14:00:00,28524.51,28559.69,28327.09,28454.87,1531.7067,43584515.03
2022-01-08 15:00:00,28653.9,28680.96,28485.89,28592.49,2975.0994,85065499.84
2022-01-08 16:00:00,28528.16,28618.42,28506.55,28528.66,1945.2636,55495763.85
2022-01-08 17:00:00,28821.56,29151.75,28622.87,28733.09,2437.4838,70036441.4
2022-01-08 18:00:00,28938.11,29053.73,28766.41,28869.39,1974.8311,57012169.21
2022-01-08 19:00:00,28834.32,29004.61,28734.76,28848.37,740.6555,21366703.91
2022-01-08 20:00:00,28473.48,28638.52,28482.17,28605.11,923.8267,26426164.37
2022-01-08 21:00:00,28245.2,28473.27,28020.53,28175.06,2030.5467,57210775.11
2022-01-08 22:00:00,28063.81,28166.8,27995.03,28049.53,1422.6063,39903438.09
2022-01-08 23:00:00,28292.67,28328.38,28288.32,28290.78,1272.6086,36003089.93
2022-01-09 00:00:00,28311.77,28504.12,28317.12,28351.41,165.1107,4681121.15
2022-01-09 01:00:00,28062.97,28002.92,27737.68,28000.42,2664.6703,74611887.56
2022-01-09 02:00:00,28078.27,28095.88,27807.49,28048.95,2665.0436,74751674.68
2022-01-09 03:00:00,28137.23,28236.87,28118.66,28157.24,1436.8163,40456781.4
2022-01-09 04:00:00,27806.85,27947.49,27885.36,27909.46,2132.1437,59506979.31
2022-01-09 05:00:00,28041.95,28096.42,27778.46,27952.4,615.6761,17209624.62
2022-01-09 06:00:00,28019.44,28149.28,27640.75,27968.68,1561.052,43660563.85
2022-01-09 07:00:00,27672.01,27693.26,27580.08,27650.82,1372.7104,37956568.18
2022-01-09 08:00:00,27528.75,27790.41,27696.22,27749.93,2004.1794,55615838.06
2022-01-09 09:00:00,27902.81,27935.85,27859.05,27905.98,1461.9731,40797792.09
2022-01-09 10:00:00,28189.45,28278.85,28185.39,28209.86,1545.4594,43597193.31
2022-01-09 11:00:00,28455.81,28516.57,28302.43,28508.71,957.5661,27298974.25
2022-01-09 12:00:00,28182.27,28118.74,28023.97,28118.65,240.4272,6760488.29
2022-01-09 13:00:00,27915.92,28022.85,27722.74,27856.18,2759.3747,76865638.33
2022-01-09 14:00:00,28036.71,28212.28,27993.42,28000.02,135.4717,3793210.31
2022-01-09 15:00:00,28231.88,28356.39,27947.33,28144.25,915.8408,25775652.44
2022-01-09 16:00:00,28202.82,28291.0,27995.41,28289.58,1398.0713,39550849.89
2022-01-09 17:00:00,29360.76,29502.01,29175.94,29400.77,1025.3678,30146602.85
2022-01-09 18:00:00,29575.72,29615.07,29515.9,29569.09,1700.5618,50284064.91
2022-01-09 19:00:00,29850.97,29966.97,29902.03,29906.78,1438.6777,43026217.46
2022-01-09 20:00:00,30259.33,30294.52,30161.73,30193.46,840.8811,25389109.86
2022-01-09 21:00:00,30343.17,30407.82,30334.77,30390.78,355.2584,10796579.88
2022-01-09 22:00:00,30413.12,30584.94,29990.39,30295.12,498.8523,15112790.29
2022-01-09 23:00:00,30440.65,30673.21,30400.32,30525.92,1510.3282,46104157.81
2022-01-10 00:00:00,30484.66,30426.7,30150.4,30290.92,2553.242,77340049.16
2022-01-10 01:00:00,30403.24,30633.34,30218.98,30219.27,391.8528,11841505.56
2022-01-10 02:00:00,30064.4,30251.5,30063.79,30072.95,2063.8985,62067516.4
2022-01-10 03:00:00,30201.07,30176.02,29920.51,30097.58,2397.0643,72145834.53
2022-01-10 04:00:00,30765.37,31005.08,30577.12,30802.37,902.6396,27803438.94
2022-01-10 05:00:00,30324.44,30262.56,30196.33,30232.54,2037.8945,61610726.99
2022-01-10 06:00:00,30424.66,30754.48,30319.09,30440.73,2091.308,63660942.17
2022-01-10 07:00:00,29838.23,30018.19,29899.24,29953.74,2152.5989,64478387.77
2022-01-10 08:00:00,29496.75,30002.72,29811.61,29812.72,2683.3464,79997854.89
2022-01-10 09:00:00,30114.83,30278.48,30108.35,30139.13,1255.7256,37846477.1
2022-01-10 10:00:00,30183.76,30258.44,30054.76,30158.51,806.6985,24328824.78
2022-01-10 11:00:00,29954.3,29848.17,29789.57,29835.23,1677.1501,50038158.98
2022-01-10 12:00:00,29625.83,29701.5,29536.58,29622.58,281.3903,8335506.67
2022-01-10 13:00:00,29914.31,29946.75,29690.16,29824.58,1068.3707,31863707.41
2022-01-10 14:00:00,29567.22,29748.97,29593.45,29607.54,2661.3529,78796112.44
2022-01-10 15:00:00,29641.68,29849.36,29479.17,29671.7,1642.9669,48749620.97
2022-01-10 16:00:00,29779.09,29817.89,29577.84,29685.22,1366.3584,40560649.7
2022-01-10 17:00:00,29274.35,29655.22,29020.65,29492.42,870.4833,25672659.09
2022-01-10 18:00:00,30132.72,30356.07,30057.05,30131.55,826.0895,24891357.07
2022-01-10 19:00:00,30286.79,30345.37,30317.46,30323.17,786.1749,23839315.14
2022-01-10 20:00:00,29836.55,29887.83,29695.03,29715.26,2504.7776,74430117.63
2022-01-10 21:00:00,29723.53,29798.23,29475.96,29770.71,2956.5591,88018863.56
2022-01-10 22:00:00,29620.18,29797.01,29489.34,29574.35,1650.9155,48824752.82
2022-01-10 23:00:00,29909.99,29952.8,29748.42,29827.53,331.5169,9888330.28
2022-01-11 00:00:00,29459.56,29841.49,29348.93,29592.07,2278.0132,67411126.08
2022-01-11 01:00:00,29545.78,29653.65,29504.25,29558.14,2643.4578,78135695.74
2022-01-11 02:00:00,29669.31,29778.86,29635.49,29707.78,2800.5617,83198470.86
2022-01-11 03:00:00,30051.16,30043.35,29848.31,29966.09,1923.4485,57638230.86
2022-01-11 04:00:00,29668.52,29848.67,29490.14,29608.56,1569.9544,46484089.05
2022-01-11 05:00:00,29489.03,29586.38,29242.89,29509.68,1899.5292,56054498.84
2022-01-11 06:00:00,29277.57,29565.53,29182.5,29369.86,137.5571,4040032.77
2022-01-11 07:00:00,29269.49,29270.73,29051.09,29178.61,2000.7176,58378158.57
2022-01-11 08:00:00,29692.28,29816.96,29677.09,29698.31,2157.9745,64088195.67
2022-01-11 09:00:00,29674.06,29819.74,29743.33,29818.83,2193.888,65419173.31
2022-01-11 10:00:00,29309.85,29527.38,29444.41,29445.21,1732.9082,51025845.86
2022-01-11 11:00:00,29755.74,29864.47,29543.26,29716.72,2130.1287,63300438.14
2022-01-11 12:00:00,30237.92,30434.24,30353.46,30354.1,1952.6139,59269837.58
2022-01-11 13:00:00,30840.21,30786.95,30586.25,30669.11,435.0324,13342056.53
2022-01-11 14:00:00,30121.74,30214.07,30078.79,30206.66,2705.2636,81716977.78
2022-01-11 15:00:00,30060.71,30263.91,29967.76,30060.74,1905.9098,57293058.96
2022-01-11 16:00:00,30458.54,30548.42,30390.13,30444.01,2210.6037,67299641.15
2022-01-11 17:00:00,30163.18,30268.97,29943.26,30229.33,1094.3738,33082186.74
2022-01-11 18:00:00,30159.76,30429.94,30146.72,30363.79,2765.7946,83980006.42
2022-01-11 19:00:00,30617.43,30604.94,30510.74,30599.91,1557.5857,47661982.24
2022-01-11 20:00:00,30249.07,30323.69,30294.62,30317.58,2069.1174,62730632.3
2022-01-11 21:00:00,30310.13,30435.12,30087.28,30299.54,2861.328,86696922.19
2022-01-11 22:00:00,29322.42,29419.88,29216.64,29333.19,2756.64,80861044.88
2022-01-11 23:00:00,29057.17,29056.95,28701.27,29034.24,1969.9164,57195025.54
2022-01-12 00:00:00,29096.7,29071.58,28808.39,28961.0,580.65,16816204.65
2022-01-12 01:00:00,28555.01,28659.19,28553.52,28601.88,2856.6484,81705514.74
2022-01-12 02:00:00,29031.72,29134.62,28812.85,29072.61,2953.9935,85880300.97
2022-01-12 03:00:00,28516.57,28677.66,28531.17,28659.79,399.8504,11459628.5
2022-01-12 04:00:00,28517.24,28555.1,28434.11,28533.95,1405.8633,40114833.11
2022-01-12 05:00:00,28606.41,28643.46,28534.69,28571.28,1689.9411,48283780.35
2022-01-12 06:00:00,28944.01,29039.24,28944.39,28986.05,367.0365,10638938.34
2022-01-12 07:00:00,28608.53,28628.61,28531.53,28572.83,650.0719,18574393.89
2022-01-12 08:00:00,28891.73,29191.68,28787.83,28907.12,1659.3456,47966902.38
2022-01-12 09:00:00,28797.12,29045.91,28871.73,28910.07,2892.9594,83635658.76
2022-01-12 10:00:00,28654.5,28736.58,28572.65,28627.71,180.6489,5171564.32
2022-01-12 11:00:00,28742.54,28842.4,28566.29,28760.3,2746.0849,78978225.55
2022-01-12 12:00:00,28828.22,28834.66,28670.01,28817.61,2705.9637,77979406.58
2022-01-12 13:00:00,28596.44,28701.24,28548.98,28645.16,2585.818,74071170.34
2022-01-12 14:00:00,28608.8,28684.84,28509.36,28665.16,1194.8977,34251933.75
2022-01-12 15:00:00,28568.4,28724.77,28524.5,28554.92,1523.3883,43500231.04
2022-01-12 16:00:00,28567.58,28636.76,28477.74,28587.36,1270.4245,36318082.53
2022-01-12 17:00:00,28926.13,28786.2,28701.59,28777.27,2847.9999,81957662.08
2022-01-12 18:00:00,29307.38,29389.67,29199.54,29237.32,1611.9168,47128127.29
2022-01-12 19:00:00,28924.87,28911.33,28830.51,28877.65,333.7766,9638683.83
2022-01-12 20:00:00,29484.53,29518.16,29159.27,29500.24,894.7735,26396033.0
2022-01-12 21:00:00,28754.11,28975.37,28919.13,28929.95,1439.8963,41656127.96
2022-01-12 22:00:00,28816.09,28899.59,28796.84,28886.07,2865.3122,82767608.78
2022-01-12 23:00:00,29000.09,29057.85,28774.42,29056.51,1749.9582,50847677.94
2022-01-13 00:00:00,29114.23,29223.75,29012.88,29138.27,2118.6106,61732647.69
2022-01-13 01:00:00,28954.49,29066.15,28800.02,28957.39,356.7076,10329321.09
2022-01-13 02:00:00,28954.07,29041.47,28759.3,28897.19,2644.2397,76411097.02
2022-01-13 03:00:00,28778.64,28955.21,28695.34,28755.08,1663.1528,47824091.82
2022-01-13 04:00:00,28685.51,28711.84,28438.09,28586.1,2771.5624,79228159.92
2022-01-13 05:00:00,28803.03,28855.13,28780.33,28830.01,1391.8824,40127983.51
2022-01-13 06:00:00,28955.44,28948.04,28900.33,28933.12,2080.9436,60208190.89
2022-01-13 07:00:00,28762.97,28772.31,28642.7,28733.33,1465.4319,42106738.38
2022-01-13 08:00:00,29014.35,29334.47,28831.55,28992.98,513.418,14885517.81
2022-01-13 09:00:00,29194.05,29311.17,28781.03,29082.21,888.9449,25852482.26
2022-01-13 10:00:00,29390.28,29478.86,29299.78,29319.58,295.0462,8650630.66
2022-01-13 11:00:00,29387.97,29570.52,29366.18,29504.76,1376.7724,40621339.24
2022-01-13 12:00:00,29251.14,29540.26,29210.94,29261.18,1983.0905,58027568.08
2022-01-13 13:00:00,29096.5,29239.92,28987.8,29097.72,806.7627,23474955.15
2022-01-13 14:00:00,29505.2,29592.67,29145.28,29315.98,1522.1254,44622597.78
2022-01-13 15:00:00,29466.29,29637.82,29423.48,29495.47,1431.0227,42208687.12
2022-01-13 16:00:00,29402.38,29524.5,29430.99,29489.3,1646.9194,48566500.26
2022-01-13 17:00:00,29562.74,29711.96,29344.93,29523.92,635.2955,18756413.52
2022-01-13 18:00:00,29948.14,29905.76,29781.23,29903.56,1648.5539,49297630.46
2022-01-13 19:00:00,29720.6,29784.58,29424.96,29727.18,1156.1961,34370449.58
2022-01-13 20:00:00,29870.51,29913.38,29815.79,29890.26,929.5214,27783636.32
2022-01-13 21:00:00,29914.81,29936.36,29679.23,29829.89,1799.3478,53674346.95
2022-01-13 22:00:00,29688.8,29779.76,29529.3,29765.02,529.3067,15754824.51
2022-01-13 23:00:00,30063.1,30172.49,29916.79,30093.88,2711.9101,81611897.12
